rental_serial_number,fk_rental_id,fk_rental_equipment_uid,equipment_type,equipment_type_serial_number,activation_date,manufacturer,model,size,pricing_status,deactivation_date,deactivation_initials,at_offsite,notes,ski_binding_type,wide,ski_boot_type,snowboard_boot_type,snowboard_binding_color
SK0940,730,225,SK,940,2022-12-12,Blizzard,Stormrider 95,139,Standard,,,FALSE,,Senior,,,,
SK0941,,,SK,941,2022-12-12,K2,Super Joy Jr,149,Standard,,,FALSE,,Senior,,,,
SK0942,53,192,SK,942,2022-12-12,Elan,Kenja Jr,149,Standard,,,FALSE,,Junior,,,,
SK0943,711,226,SK,943,2022-12-12,Stockli,Route 105,149,Standard,,,FALSE,,Senior,,,,
SK0944,790,72,SK,944,2022-12-12,Armada,Park Jr,149,Standard,,,FALSE,,Senior,,,,
SK0945,734,97,SK,945,2022-12-12,Fischer,Hot Rod Jr,149,Standard,,,FALSE,,Senior,,,,
SK0946,515,126,SK,946,2022-12-12,Head,Soul 7 HD Jr,149,Standard,,,FALSE,,Junior,,,,
SK0947,527,14,SK,947,2022-12-12,Line Skis,Soul 7 HD Jr,149,Standard,,,FALSE,,Junior,,,,
SK0948,,,SK,948,2022-12-12,Atomic,V-Shape V6 Jr,149,Standard,,,FALSE,,Junior,,,,
SK0949,,,SK,949,2022-12-12,Volkl,Challenger Jr,149,Upgrade,,,FALSE,,Junior,,,,
SK0950,680,86,SK,950,2022-12-12,Black Diamond,Prodigy Jr,149,Standard,,,FALSE,,Junior,,,,
SK0951,,,SK,951,2022-12-12,Blizzard,Hot Rod Jr,139,Standard,,,FALSE,,Junior,,,,
SK0952,539,155,SK,952,2022-12-12,Nordica,Mindbender 99 Ti,139,Standard,,,FALSE,,Junior,,,,
SK0953,490,187,SK,953,2022-12-12,Atomic,Mindbender 99 Ti,120,Upgrade,,,FALSE,,Junior,,,,
SK0954,,,SK,954,2022-12-12,Rossignol,Cochise Jr,120,Standard,,,FALSE,,Junior,,,,
SK0955,,,SK,955,2022-12-12,Fischer,ARV 116 JJ,120,Standard,,,FALSE,,Junior,,,,
SK0956,,,SK,956,2022-12-12,Head,Deacon Jr,130,Standard,,,FALSE,,Senior,,,,
SK0957,694,9,SK,957,2022-12-12,Salomon,Enforcer 88,117,Standard,,,FALSE,,Junior,,,,
SK0958,,,SK,958,2022-12-12,Dynastar,FX Jr,117,Upgrade,,,FALSE,,Junior,,,,
SK0959,636,105,SK,959,2022-12-12,Black Diamond,Icon Q 85,117,Standard,,,FALSE,,Junior,,,,
SK0960,165,270,SK,960,2022-12-12,Line Skis,Konic Jr,117,Upgrade,,,FALSE,,Senior,,,,
SK0961,,,SK,961,2022-12-12,K2,Kenja Jr,127,Upgrade,,,FALSE,,Senior,,,,
SK0962,,,SK,962,2022-12-12,Elan,Speed Zone Jr,127,Standard,,,FALSE,,Junior,,,,
SK0963,237,256,SK,963,2022-12-12,Stockli,ARV 116 JJ,127,Upgrade,,,FALSE,,Senior,,,,
SK0964,783,79,SK,964,2022-12-12,Armada,ARV 106,137,Standard,,,FALSE,,Junior,,,,
SK0965,,,SK,965,2022-12-12,Fischer,Explore Jr,119,Standard,,,FALSE,,Senior,,,,
SK0966,243,127,SK,966,2022-12-12,Line Skis,Ripstick 106,129,Standard,,,FALSE,,Junior,,,,
SK0967,597,42,SK,967,2022-12-12,Atomic,Wild Joy,129,Upgrade,,,FALSE,,Junior,,,,
SK0968,,,SK,968,2022-12-12,Volkl,Icon Q 85,129,Standard,,,FALSE,,Senior,,,,
SK0969,,,SK,969,2022-12-12,Black Diamond,Ranger One FR,139,Standard,,,FALSE,,Junior,,,,
SK0970,513,245,SK,970,2022-12-12,Head,Bandit Jr,129,Upgrade,,,FALSE,,Junior,,,,
SK0971,,,SK,971,2022-12-12,Salomon,Nemesis Jr,129,Upgrade,,,FALSE,,Junior,,,,
SK0972,,,SK,972,2022-12-12,Dynastar,Armada Jr,129,Upgrade,,,FALSE,,Junior,,,,
SK0973,93,137,SK,973,2022-12-12,Rossignol,Mindbender 108 Ti,139,Standard,,,FALSE,,Junior,,,,
SK0974,726,161,SK,974,2022-12-12,Nordica,Navigator Jr,139,Upgrade,,,FALSE,,Junior,,,,
SK0975,,,SK,975,2022-12-12,Blizzard,Comp J,139,Upgrade,,,FALSE,,Senior,,,,
SK0976,464,148,SK,976,2022-12-12,K2,Stance 96,139,Standard,,,FALSE,,Junior,,,,
SK0977,451,267,SK,977,2022-12-12,Elan,Devastator Jr,139,Standard,,,FALSE,,Senior,,,,
SK0978,,,SK,978,2022-12-12,Stockli,Firebird Jr,149,Standard,,,FALSE,,Senior,,,,
SK0979,309,233,SK,979,2022-12-12,Armada,NRGY Jr,149,Standard,,,FALSE,,Senior,,,,
SK0980,,,SK,980,2022-12-12,Fischer,Experience 94 Ti W,129,Standard,,,FALSE,,Junior,,,,
SK0981,124,268,SK,981,2022-12-12,Head,Kenja 88,129,Standard,,,FALSE,,Senior,,,,
SK0982,,,SK,982,2022-12-12,Line Skis,Orb,147,Upgrade,,,FALSE,,Junior,,,,
SK0983,344,139,SK,983,2022-12-12,Atomic,Enforcer Free Jr,143,Standard,,,FALSE,,Junior,,,,
SK0984,,,SK,984,2022-12-12,Volkl,Explore Jr,166,Standard,,,FALSE,,Junior,,,,
SK0985,171,98,SK,985,2022-12-12,Black Diamond,Blackops Pro Jr,136,Upgrade,,,FALSE,,Senior,,,,
SK0986,715,28,SK,986,2022-12-12,Rossignol,Mindbender Jr,,Standard,,,FALSE,,Senior,,,,
SK0987,227,135,SK,987,2022-12-12,Salomon,Comp J,131,Standard,,,FALSE,,Junior,,,,
SK0988,,,SK,988,2022-12-12,Dynastar,Ripstick 106,119,Upgrade,,,FALSE,,Junior,,,,
SK0989,,,SK,989,2022-12-12,Nordica,Enforcer 110,110,Standard,,,FALSE,,Senior,,,,
SK0990,82,70,SK,990,2022-12-12,Blizzard,Ranger 102 FR,130,Standard,,,FALSE,,Junior,,,,
SK0991,575,263,SK,991,2022-12-12,K2,Hot Rod Jr,130,Standard,,,FALSE,,Senior,,,,
SK0992,,,SK,992,2022-12-12,Elan,Stance Jr,130,Standard,,,FALSE,,Junior,,,,
SK0993,431,112,SK,993,2022-12-12,Stockli,Zipline Jr,130,Standard,,,FALSE,,Junior,,,,
SK0994,,,SK,994,2022-12-12,Armada,Prodigy Jr,130,Upgrade,,,FALSE,,Junior,,,,
SK0995,,,SK,995,2022-12-12,Fischer,Firebird WRC Jr,130,Upgrade,,,FALSE,,Junior,,,,
SK0996,708,72,SK,996,2022-12-12,Head,QST 106,140,Standard,,,FALSE,,Senior,,,,
SK0997,123,93,SK,997,2022-12-12,Line Skis,Core Jr,140,Upgrade,,,FALSE,,Junior,,,,
SK0998,,,SK,998,2022-12-12,Atomic,Maverick 85,140,Upgrade,,,FALSE,,Senior,,,,
SK0999,,,SK,999,2022-12-12,Volkl,Ranger 94 FR,140,Standard,,,FALSE,,Senior,,,,
SK1000,64,97,SK,1000,2022-12-12,Black Diamond,ARV 116 JJ,140,Standard,,,FALSE,,Junior,,,,
SK1001,87,282,SK,1001,2022-12-12,Rossignol,Ranger 102 FR,140,Upgrade,,,FALSE,,Senior,,,,
SK1002,693,127,SK,1002,2022-12-12,Salomon,Blade,140,Upgrade,,,FALSE,,Junior,,,,
SK1003,,,SK,1003,2022-12-12,Dynastar,Alltrack Jr,140,Upgrade,,,FALSE,,Junior,,,,
SK1004,,,SK,1004,2022-12-12,Nordica,Ripstick Jr,140,Standard,,,FALSE,,Junior,,,,
SK1005,540,3,SK,1005,2022-12-12,Blizzard,Kenja Jr,140,Upgrade,,,FALSE,,Junior,,,,
SK1006,,,SK,1006,2022-12-12,K2,Santa Ana 98,150,Upgrade,,,FALSE,,Senior,,,,
SK1007,,,SK,1007,2022-12-12,Elan,Alltrack Jr,150,Standard,,,FALSE,,Junior,,,,
SK1008,503,122,SK,1008,2022-12-12,Stockli,Enforcer 88,150,Upgrade,,,FALSE,,Senior,,,,
SK1009,608,101,SK,1009,2022-12-12,Armada,S Max Blast Jr,150,Standard,,,FALSE,,Junior,,,,
SK1010,236,112,SK,1010,2022-12-12,Fischer,Yumi Jr,150,Standard,,,FALSE,,Junior,,,,
SK1011,,,SK,1011,2022-12-12,Head,Comp J,150,Standard,,,FALSE,,Senior,,,,
SK1012,721,118,SK,1012,2022-12-12,Line Skis,Ripstick Jr,150,Standard,,,FALSE,,Junior,,,,
SK1013,91,118,SK,1013,2022-12-12,Atomic,Bandit Jr,150,Standard,,,FALSE,,Junior,,,,
SK1014,676,85,SK,1014,2022-12-12,Volkl,Enforcer 88,150,Standard,,,FALSE,,Junior,,,,
SK1015,,,SK,1015,2022-12-12,Black Diamond,Brahma Jr,150,Standard,,,FALSE,,Junior,,,,
SK1016,,,SK,1016,2022-12-12,Rossignol,Blade,150,Standard,,,FALSE,,Senior,,,,
SK1017,604,101,SK,1017,2022-12-12,Salomon,Zipline Jr,150,Upgrade,,,FALSE,,Junior,,,,
SK1018,,,SK,1018,2022-12-12,Dynastar,Stance 96,140,Upgrade,,,FALSE,,Senior,,,,
SK1019,,,SK,1019,2022-12-12,Nordica,Kore 99,140,Standard,,,FALSE,,Junior,,,,
SK1020,,,SK,1020,2022-12-12,Blizzard,V-Shape V8,140,Upgrade,,,FALSE,,Junior,,,,
SK1021,681,33,SK,1021,2022-12-12,K2,Genesis Jr,120,Upgrade,,,FALSE,,Junior,,,,
SK1022,,,SK,1022,2022-12-12,Elan,Nemesis Jr,104,Standard,,,FALSE,,Junior,,,,
SK1023,564,171,SK,1023,2022-12-12,Stockli,Kenja 88,150,Upgrade,,,FALSE,,Junior,,,,
SK1024,720,118,SK,1024,2022-12-12,Armada,Blade,160,Standard,,,FALSE,,Junior,,,,
SK1025,,,SK,1025,2022-12-12,Fischer,V-Shape V6 Jr,155,Standard,,,FALSE,,Junior,,,,
SK1026,,,SK,1026,2022-12-12,Head,Gypsy Jr,124,Upgrade,,,FALSE,,Junior,,,,
SK1027,492,61,SK,1027,2022-12-12,Line Skis,Zipline Jr,100,Standard,,,FALSE,,Junior,,,,
SK1028,623,212,SK,1028,2022-12-12,Atomic,Soul 7 HD,100,Standard,,,FALSE,,Senior,,,,
SK1029,606,250,SK,1029,2022-12-12,Volkl,Gypsy Jr,120,Standard,,,FALSE,,Junior,,,,
SK1030,,,SK,1030,2022-12-12,Black Diamond,Orb,168,Standard,,,FALSE,,Senior,,,,
SK1031,,,SK,1031,2022-12-12,Rossignol,Firebird WRC Jr,162,Upgrade,,,FALSE,,Junior,,,,
SK1032,,,SK,1032,2022-12-12,Salomon,Experience 94 Ti W,162,Upgrade,,,FALSE,,Junior,,,,
SK1033,546,157,SK,1033,2022-12-12,Dynastar,Mindbender Jr,156,Standard,,,FALSE,,Senior,,,,
SK1034,778,93,SK,1034,2022-12-12,Nordica,Firebird WRC Jr,156,Standard,,,FALSE,,Senior,,,,
SK1035,195,299,SK,1035,2022-12-12,Blizzard,QST Lumen 99,150,Standard,,,FALSE,,Senior,,,,
SK1036,608,68,SK,1036,2022-12-12,K2,Speedmachine Jr,150,Standard,,,FALSE,,Senior,,,,
SK1037,541,152,SK,1037,2022-12-12,Elan,Stance Jr,90,Standard,,,FALSE,,Junior,,,,
SK1038,13,105,SK,1038,2022-12-12,Stockli,Enforcer 94,116,Standard,,,FALSE,,Junior,,,,
SK1039,,,SK,1039,2022-12-12,Armada,Speed Zone Jr,80,Standard,,,FALSE,,Senior,,,,
SK1040,419,218,SK,1040,2022-12-12,Fischer,Cochise Jr,110,Upgrade,,,FALSE,,Senior,,,,
SK1041,791,74,SK,1041,2022-12-12,Head,Stance 96,140,Standard,,,FALSE,,Junior,,,,
SK1042,653,141,SK,1042,2022-12-12,Line Skis,Core Jr,124,Standard,,,FALSE,,Senior,,,,
SK1043,311,118,SK,1043,2022-12-12,Atomic,Prodigy Jr,150,Upgrade,,,FALSE,,Junior,,,,
SK1044,626,74,SK,1044,2022-12-12,Volkl,Explore Jr,156,Standard,,,FALSE,,Junior,,,,
SK1045,680,62,SK,1045,2022-12-12,Black Diamond,Kore 93,150,Standard,,,FALSE,,Junior,,,,
SK1046,176,203,SK,1046,2022-12-12,Blizzard,Sir Francis Bacon,150,Standard,,,FALSE,,Junior,,,,
SK1047,,,SK,1047,2022-12-12,Nordica,Route 105,150,Standard,,,FALSE,,Senior,,,,
SK1048,342,283,SK,1048,2022-12-12,Atomic,React R8 Jr,156,Upgrade,,,FALSE,,Senior,,,,
SK1049,,,SK,1049,2022-12-12,Rossignol,Park Jr,156,Upgrade,,,FALSE,,Junior,,,,
SK1050,,,SK,1050,2022-12-12,Fischer,Brahma Jr,156,Standard,,,FALSE,,Senior,,,,
SK1051,,,SK,1051,2022-12-12,Head,Enforcer 94,144,Standard,,,FALSE,,Junior,,,,
SK1052,457,112,SK,1052,2022-12-12,Salomon,Soul 7 HD Jr,144,Standard,,,FALSE,,Junior,,,,
SK1053,,,SK,1053,2022-12-12,Dynastar,Enforcer Jr,156,Standard,,,FALSE,,Senior,,,,
SK1054,519,293,SK,1054,2022-12-12,Black Diamond,Experience 88 Ti,150,Standard,,,FALSE,,Senior,,,,
SK1055,586,115,SK,1055,2022-12-12,Line Skis,Nemesis Jr,156,Standard,,,FALSE,,Senior,,,,
SK1056,361,171,SK,1056,2022-12-12,K2,Mantra M5,150,Standard,,,FALSE,,Junior,,,,
SK1057,,,SK,1057,2022-12-12,Elan,Armada Jr,144,Standard,,,FALSE,,Senior,,,,
SK1058,,,SK,1058,2022-12-12,Stockli,Deacon Jr,150,Standard,,,FALSE,,Senior,,,,
SK1059,32,29,SK,1059,2022-12-12,Armada,ARV 116 JJ,162,Standard,,,FALSE,,Senior,,,,
SK1060,565,102,SK,1060,2022-12-12,Fischer,Laser AX,150,Standard,,,FALSE,,Senior,,,,
SK1061,,,SK,1061,2022-12-12,Line Skis,Helio 116,162,Standard,,,FALSE,,Junior,,,,
SK1062,,,SK,1062,2022-12-12,Atomic,Crush Jr,162,Standard,,,FALSE,,Junior,,,,
SK1063,521,126,SK,1063,2022-12-12,Volkl,Shiro,130,Standard,,,FALSE,,Junior,,,,
SK1064,146,26,SK,1064,2022-12-12,Black Diamond,Experience 88 Ti,130,Standard,,,FALSE,,Junior,,,,
SK1065,,,SK,1065,2022-12-12,Head,Stormrider 95,130,Standard,,,FALSE,,Junior,,,,
SK1066,,,SK,1066,2022-12-12,Salomon,Backland 107,100,Standard,,,FALSE,,Senior,,,,
SK1067,,,SK,1067,2022-12-12,Dynastar,Bandit Jr,100,Standard,,,FALSE,,Senior,,,,
SK1068,,,SK,1068,2022-12-12,Rossignol,Legend X96,100,Standard,,,FALSE,,Senior,,,,
SK1069,677,155,SK,1069,2022-12-12,Nordica,Icon Q 85,100,Standard,,,FALSE,,Junior,,,,
SK1070,,,SK,1070,2022-12-12,Blizzard,React R8 Jr,100,Upgrade,,,FALSE,,Senior,,,,
SK1071,,,SK,1071,2022-12-12,K2,Konic Jr,100,Upgrade,,,FALSE,,Junior,,,,
SK1072,,,SK,1072,2022-12-12,Elan,Mindbender 108 Ti,110,Upgrade,,,FALSE,,Junior,,,,
SK1073,,,SK,1073,2022-12-12,Stockli,Cochise Jr,110,Upgrade,,,FALSE,,Junior,,,,
SK1074,,,SK,1074,2022-12-12,Armada,Navigator Jr,110,Upgrade,,,FALSE,,Senior,,,,
SK1075,229,66,SK,1075,2022-12-12,Fischer,Rustler 9,110,Upgrade,,,FALSE,,Junior,,,,
SK1076,295,89,SK,1076,2022-12-12,Head,Dobermann Jr,120,Standard,,,FALSE,,Junior,,,,
SK1077,125,259,SK,1077,2022-12-12,Line Skis,Gypsy Jr,110,Upgrade,,,FALSE,,Junior,,,,
SK1078,178,165,SK,1078,2022-12-12,Atomic,Backland 100,110,Standard,,,FALSE,,Junior,,,,
SK1079,480,44,SK,1079,2022-12-12,Volkl,Armada Jr,120,Standard,,,FALSE,,Senior,,,,
SK1080,,,SK,1080,2022-12-12,Black Diamond,Prodigy Jr,140,Standard,,,FALSE,,Junior,,,,
SK1081,,,SK,1081,2022-12-12,Rossignol,Bandit Jr,140,Standard,,,FALSE,,Senior,,,,
SK1082,561,235,SK,1082,2022-12-12,Salomon,Route 105,155,Standard,,,FALSE,,Senior,,,,
SK1083,,,SK,1083,2022-12-12,Dynastar,Kendo,120,Standard,,,FALSE,,Junior,,,,
SK1084,106,66,SK,1084,2022-12-12,Nordica,Prodigy Jr,120,Upgrade,,,FALSE,,Junior,,,,
SK1085,463,266,SK,1085,2022-12-12,Blizzard,Mantra Jr,120,Upgrade,,,FALSE,,Senior,,,,
SK1086,768,211,SK,1086,2022-12-12,K2,M-Pro 99,120,Upgrade,,,FALSE,,Junior,,,,
SK1087,550,296,SK,1087,2022-12-12,Elan,NRGY Jr,130,Standard,,,FALSE,,Senior,,,,
SK1088,617,97,SK,1088,2022-12-12,Stockli,Kore 99,130,Upgrade,,,FALSE,,Junior,,,,
SK1089,646,172,SK,1089,2022-12-12,Armada,Mindbender Jr,150,Standard,,,FALSE,,Junior,,,,
SK1090,,,SK,1090,2022-12-12,Fischer,QST Lumen Jr,130,Upgrade,,,FALSE,,Senior,,,,
SK1091,612,79,SK,1091,2022-12-12,Head,Wild Joy,140,Standard,,,FALSE,,Senior,,,,
SK1092,,,SK,1092,2022-12-12,Line Skis,Enforcer 94,140,Upgrade,,,FALSE,,Junior,,,,
SK1093,,,SK,1093,2022-12-12,Atomic,Experience 94 Ti W,140,Standard,,,FALSE,,Junior,,,,
SK1094,736,154,SK,1094,2022-12-12,Volkl,Hero Jr,140,Standard,,,FALSE,,Senior,,,,
SK1095,386,101,SK,1095,2022-12-12,Black Diamond,Wild Joy,150,Standard,,,FALSE,,Senior,,,,
SK1096,,,SK,1096,2022-12-12,Rossignol,React R8 Jr,150,Standard,,,FALSE,,Junior,,,,
SK1097,511,112,SK,1097,2022-12-12,Salomon,Maverick 85,140,Standard,,,FALSE,,Junior,,,,
SK1098,578,297,SK,1098,2022-12-12,Dynastar,Firebird Jr,140,Upgrade,,,FALSE,,Junior,,,,
SK1099,587,223,SK,1099,2022-12-12,Nordica,Stance 96,150,Standard,,,FALSE,,Senior,,,,
SK1100,125,132,SK,1100,2022-12-12,Blizzard,Mindbender 106 C,150,Standard,,,FALSE,,Junior,,,,
SK1101,,,SK,1101,2022-12-12,K2,Backland 107,155,Upgrade,,,FALSE,,Junior,,,,
SK1102,583,126,SK,1102,2022-12-12,Elan,Alltrack Jr,155,Standard,,,FALSE,,Junior,,,,
SK1103,130,152,SK,1103,2022-12-12,Stockli,Firebird Jr,155,Upgrade,,,FALSE,,Junior,,,,
SK1104,,,SK,1104,2022-12-12,Armada,V-Shape V6 Jr,155,Standard,,,FALSE,,Senior,,,,
SK1105,,,SK,1105,2022-12-12,Fischer,Armada Jr,155,Standard,,,FALSE,,Senior,,,,
SK1106,,,SK,1106,2022-12-12,Head,Explore Jr,104,Standard,,,FALSE,,Junior,,,,
SK1107,129,220,SK,1107,2022-12-12,Line Skis,Ranger 94 FR,128,Upgrade,,,FALSE,,Junior,,,,
SK1108,534,229,SK,1108,2022-12-12,Atomic,Speedmachine Jr,136,Upgrade,,,FALSE,,Junior,,,,
SK1109,240,127,SK,1109,2022-12-12,Volkl,Kore 99,80,Upgrade,,,FALSE,,Junior,,,,
SK1110,,,SK,1110,2022-12-12,Black Diamond,QST Lumen Jr,160,Standard,,,FALSE,,Junior,,,,
SK1111,719,55,SK,1111,2022-12-12,Rossignol,S/Max Jr,80,Standard,,,FALSE,,Senior,,,,
SK1112,,,SK,1112,2022-12-12,Salomon,QST Lumen 99,160,Standard,,,FALSE,,Senior,,,,
SK1113,,,SK,1113,2022-12-12,Dynastar,Bent Chetler 100,124,Standard,,,FALSE,,Junior,,,,
SK1114,,,SK,1114,2022-12-12,Nordica,Mindbender 106 C,140,Standard,,,FALSE,,Senior,,,,
SK1115,726,97,SK,1115,2022-12-12,Blizzard,Enforcer Free Jr,124,Standard,,,FALSE,,Junior,,,,
SK1116,681,217,SK,1116,2022-12-12,K2,Speedmachine Jr,130,Standard,,,FALSE,,Junior,,,,
SK1117,743,296,SK,1117,2022-12-12,Elan,Blackops Pro Jr,80,Standard,,,FALSE,,Junior,,,,
SK1118,507,281,SK,1118,2022-12-12,Stockli,Soul 7 HD Jr,137,Standard,,,FALSE,,Senior,,,,
SK1119,468,263,SK,1119,2022-12-12,Armada,Brahma 88,112,Standard,,,FALSE,,Junior,,,,
SB0001,360,57,SB,1,2022-11-13,Burton,LTR,90,Standard,,,FALSE,,,FALSE,,,
SB0002,287,294,SB,2,2022-11-13,Burton,LTR,90,Standard,,,FALSE,,,FALSE,,,
SB0003,635,124,SB,3,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0004,591,160,SB,4,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0005,140,230,SB,5,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0006,,,SB,6,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0007,159,243,SB,7,2022-11-13,Burton,JSL,100,Standard,,,FALSE,,,FALSE,,,
SB0008,39,277,SB,8,2022-11-13,Burton,LTR,155,Standard,,,FALSE,,,FALSE,,,
SB0009,689,213,SB,9,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0010,499,213,SB,10,2022-11-13,Burton,LTR,100,Standard,,,FALSE,,,FALSE,,,
SB0011,650,81,SB,11,2022-11-13,Burton,LTR,110,Standard,2022-11-13,KWB,FALSE,Duplicate: See SB0391,,FALSE,,,
SB0012,283,284,SB,12,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0013,371,130,SB,13,2022-11-13,Burton,LTR,148,Standard,,,FALSE,,,FALSE,,,
SB0014,717,49,SB,14,2022-11-13,Burton,LTR,130,Standard,,,FALSE,,,FALSE,,,
SB0015,259,100,SB,15,2022-11-13,Burton,Cruzer,159,Standard,,,FALSE,,,FALSE,,,
SB0016,528,121,SB,16,2022-11-13,Burton,LTR,140,Standard,,,FALSE,didn't set put on board,,FALSE,,,
SB0017,34,202,SB,17,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0018,36,43,SB,18,2022-11-13,Burton,LTR,110,Standard,2022-11-13,KWB,FALSE,Duplicate: See SB0390,,FALSE,,,
SB0019,253,107,SB,19,2022-11-13,Burton,LTR,115,Standard,,,FALSE,,,FALSE,,,
SB0020,179,94,SB,20,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0021,,,SB,21,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0022,,,SB,22,2022-11-13,Burton,LTR,115,Standard,,,FALSE,,,FALSE,,,
SB0023,518,56,SB,23,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0024,360,167,SB,24,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0025,158,191,SB,25,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0026,614,75,SB,26,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0027,90,99,SB,27,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0028,278,247,SB,28,2022-11-13,Burton,Cruzer,139,Standard,,,FALSE,,,FALSE,,,
SB0029,297,107,SB,29,2022-11-13,Burton,LTR,153,Standard,,,FALSE,,,FALSE,,,
SB0030,203,103,SB,30,2022-11-13,Burton,LTR,155,Standard,,,FALSE,,,TRUE,,,
SB0031,590,208,SB,31,2022-11-13,Burton,LTR,130,Standard,,,FALSE,,,FALSE,,,
SB0032,396,144,SB,32,2022-11-13,Burton,LTR W,120,Standard,,,FALSE,,,TRUE,,,
SB0033,143,178,SB,33,2022-11-13,Burton,LTR,148,Standard,,,FALSE,,,FALSE,,,
SB0034,329,272,SB,34,2022-11-13,Burton,LTR W,125,Standard,,,FALSE,,,TRUE,,,
SB0035,453,77,SB,35,2022-11-13,Burton,LTR,148,Standard,,,FALSE,,,FALSE,,,
SB0036,,,SB,36,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0037,429,230,SB,37,2022-11-13,Nidecker,Micron Prosper,145,Upgrade,,,FALSE,,,FALSE,,,
SB0038,206,288,SB,38,2022-11-13,Burton,LTR JSL 11,140,Standard,,,FALSE,,,FALSE,,,
SB0039,471,48,SB,39,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0040,360,81,SB,40,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0041,80,181,SB,41,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0042,366,49,SB,42,2022-11-13,Burton,JSL/LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0043,425,178,SB,43,2022-11-13,Burton,LTR,150,Standard,,,FALSE,,,FALSE,,,
SB0044,549,49,SB,44,2022-11-13,Burton,Cruzer,139,Standard,,,FALSE,,,FALSE,,,
SB0045,498,254,SB,45,2022-11-13,Burton,LTR,130,Standard,,,FALSE,,,FALSE,,,
SB0046,417,222,SB,46,2022-11-13,Burton,LTR,138,Standard,,,FALSE,,,FALSE,,,
SB0047,670,58,SB,47,2022-11-13,Function,MPG,150,Standard,,,FALSE,,,FALSE,,,
SB0048,434,288,SB,48,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0049,652,19,SB,49,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0050,661,277,SB,50,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0051,248,149,SB,51,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0052,455,84,SB,52,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0053,444,240,SB,53,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0054,,,SB,54,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0055,306,6,SB,55,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0056,34,142,SB,56,2022-11-13,Burton,LTR,120,Standard,,,FALSE,,,FALSE,,,
SB0057,740,230,SB,57,2022-11-13,Burton,LTR,125,Standard,,,FALSE,,,FALSE,,,
SB0058,418,288,SB,58,2022-11-13,Burton,LTR,110,Standard,,,FALSE,,,FALSE,,,
SB0059,,,SB,59,2022-11-13,Burton,LTR,130,Standard,,,FALSE,,,FALSE,,,
SB0060,181,254,SB,60,2022-11-13,Limited,Moxie,144,Standard,,,FALSE,,,FALSE,,,
SB0061,767,254,SB,61,2022-11-13,Burton,Cruzer,139,Standard,,,FALSE,,,FALSE,,,
SB0062,655,254,SB,62,2022-11-13,Burton,Cruzer,139,Standard,,,FALSE,,,FALSE,,,
SB0063,402,43,SB,63,2022-11-13,Burton,LTR W,160,Standard,2022-11-13,LG,FALSE,Trash,,FALSE,,,
SB0064,,,SB,64,2022-11-13,Burton,LTR W,125,Standard,,,FALSE,,,FALSE,,,
SB0065,387,234,SB,65,2022-11-13,Burton,Cruzer,155,Standard,,,FALSE,,,FALSE,,,
SB0066,135,91,SB,66,2022-11-13,Burton,LTR,155,Standard,,,FALSE,,,TRUE,,,
SB0067,262,252,SB,67,2022-11-13,Burton,LTR,160,Standard,,,FALSE,,,FALSE,,,
SB0068,339,288,SB,68,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
SB0069,579,82,SB,69,2022-11-13,Burton,LTR,140,Standard,,,FALSE,,,FALSE,,,
